time,rg_domain_normal
0.0,24.069483927750422
10.0,24.02371095799347
20.0,24.149682175867692
30.0,24.63188348115769
40.0,24.44420057161081
50.0,24.63915603806528
60.0,24.56806349057773
70.0,24.73325602930456
80.0,24.961332014671665
90.0,24.85323293596473
100.0,24.844212599016238
110.0,25.099761823963732
120.0,24.987918135185343
130.0,25.170252345097726
140.0,25.37814942941745
150.0,25.275307462285912
160.0,25.185228791279233
170.0,24.88212358748691
180.0,24.523671951211643
190.0,24.714567086308715
200.0,24.581874585959845
210.0,24.834166145637244
220.0,24.83522846434283
230.0,24.723829503791666
240.0,24.543221305244817
250.0,24.216772729365633
260.0,24.305407640882688
270.0,24.0543949212277
280.0,23.79734050513501
290.0,23.92199626318476
300.0,23.933519065216526
310.0,23.879596047466464
320.0,24.14069557427208
330.0,24.17048522671113
340.0,23.765794583701535
350.0,24.122094034701625
360.0,24.021319172281256
370.0,24.055789966196212
380.0,23.864983382715295
390.0,23.909589324329538
400.0,23.717197863743685
410.0,23.5594008871926
420.0,23.772214125439437
430.0,23.414203066121015
440.0,23.501342153486902
450.0,23.812292278973352
460.0,23.84463243711523
470.0,24.002587278845585
480.0,24.16314895101578
490.0,24.03753802171479
500.0,24.012323625233325
510.0,23.88385362206962
520.0,24.083478497490745
530.0,23.716492224893344
540.0,23.73895742526255
550.0,23.7221221154254
560.0,23.884605193426133
570.0,23.628480604679318
580.0,23.462160296976986
590.0,23.66116355098909
600.0,23.67430868140073
610.0,23.752181154662207
620.0,23.78312791842409
630.0,23.69466380891869
640.0,23.834392235362554
650.0,23.66576796376447
660.0,23.998068759933805
670.0,23.842161492074737
680.0,23.967388163992176
690.0,24.05356585055277
700.0,23.96789182823555
710.0,23.849243905465663
720.0,23.657818234218954
730.0,23.535834084273002
740.0,23.341866567292865
750.0,23.18824976805769
760.0,23.384622847502182
770.0,23.25922864414876
780.0,23.10483265594586
790.0,23.178389506519686
800.0,22.873835982962447
810.0,22.84241127019545
820.0,22.916985029630123
830.0,23.178736769368562
840.0,23.12724872758997
850.0,23.2059845082959
860.0,23.310586854942787
870.0,23.370469032994762
880.0,23.44883167450541
890.0,23.397249909640404
900.0,23.550338170398433
910.0,23.804651943529667
920.0,23.467945371513977
930.0,23.41117084747329
940.0,23.337826705260625
950.0,23.482687275598085
960.0,23.25353616501874
970.0,23.07816889918032
980.0,23.157293181125276
990.0,23.05936316699469
1000.0,23.578240465519443
1010.0,23.436667497550687
1020.0,23.43214216522789
1030.0,23.31586171063387
1040.0,22.983328424807524
1050.0,23.04935118314747
1060.0,23.21555096955135
1070.0,23.059503594071327
1080.0,23.140536670632137
1090.0,23.010119722266747
1100.0,22.820598190350303
1110.0,22.923239119498927
1120.0,22.85125256912146
1130.0,22.967337425027203
1140.0,23.01532638815801
1150.0,23.011705965393965
1160.0,22.894763105753395
1170.0,22.774497389611998
1180.0,22.513878877247443
1190.0,22.987792311932733
1200.0,22.67158549651294
1210.0,22.65609574674845
1220.0,22.692591278985514
1230.0,22.470194275150906
1240.0,22.455568471042852
1250.0,22.48713306623136
1260.0,22.56873332139447
1270.0,22.565235940140486
1280.0,22.465064110922437
1290.0,22.3042140678123
1300.0,22.29020562387791
1310.0,22.434756164766167
1320.0,22.644737762022647
1330.0,22.483759178746556
1340.0,22.45659212036728
1350.0,22.693473193198965
1360.0,22.79683133260688
1370.0,22.748703245565373
1380.0,22.734890725622535
1390.0,22.675383121110908
1400.0,22.730180635347097
1410.0,22.97154138894784
1420.0,23.13940847026385
1430.0,23.38742371506067
1440.0,23.311917114061416
1450.0,23.20051629634293
1460.0,23.191986845998116
1470.0,23.369491781063807
1480.0,23.410080244862524
1490.0,23.264872536527204
1500.0,23.110003430353522
1510.0,23.245307857122523
1520.0,23.08496375964934
1530.0,23.1671342004884
1540.0,23.28959502904728
1550.0,23.51391468737625
1560.0,23.488040373935274
1570.0,23.50464975413139
1580.0,23.44371470698032
1590.0,23.58518976140707
1600.0,23.17780911243874
1610.0,23.102619053077568
1620.0,23.061403843698997
1630.0,22.886996319717625
1640.0,22.622661804529816
1650.0,22.337426188126575
1660.0,22.450472538867967
1670.0,22.58029332886949
1680.0,22.51688722014727
1690.0,22.579639070316148
1700.0,22.364576315272984
1710.0,22.54535669045896
1720.0,22.384389645931183
1730.0,22.458541967351525
1740.0,22.54175995033396
1750.0,22.412006935347264
1760.0,22.557019704632815
1770.0,22.81247576941653
1780.0,22.860214949334832
1790.0,22.993277016913137
1800.0,22.772497337529035
1810.0,23.01449833081514
1820.0,22.85575615314206
1830.0,22.852176793866477
1840.0,22.778129834958847
1850.0,22.886079810631035
1860.0,22.89916781872242
1870.0,23.2882324458004
1880.0,23.048176798061434
1890.0,23.063575016148963
1900.0,22.990971258632094
1910.0,23.047428885210522
1920.0,23.091152776716484
1930.0,23.192532547346627
1940.0,23.014537990645895
1950.0,22.863490949299287
1960.0,22.760242343975534
1970.0,23.02011447764655
1980.0,22.80523496343976
1990.0,22.939749997206686
2000.0,22.64288367010702
2010.0,22.826771779359046
2020.0,22.525365180137914
2030.0,22.7634512821294
2040.0,22.817115519627375
2050.0,22.71898192014657
2060.0,22.691835748977997
2070.0,22.906479983693757
2080.0,23.233835866175454
2090.0,23.06067062487478
2100.0,23.06775331408512
2110.0,23.067882776408943
2120.0,23.084115540945266
2130.0,22.79108467955043
2140.0,22.809449073010327
2150.0,22.48023202872111
2160.0,22.602839330700476
2170.0,22.64975187734285
2180.0,22.621788663817576
2190.0,22.786258230059804
2200.0,22.507675429414228
2210.0,22.484212745915574
2220.0,22.385199275034008
2230.0,22.218678914274914
2240.0,22.12068776161886
2250.0,22.11135708087207
2260.0,21.99533198845697
2270.0,22.138860577512027
2280.0,22.168310635905762
2290.0,22.357803649576788
2300.0,22.474832218097777
2310.0,22.361852410772205
2320.0,22.26171229842365
2330.0,22.278406672086557
2340.0,21.971469756273304
2350.0,22.128069691274355
2360.0,22.0277695837679
2370.0,21.89981030650584
2380.0,22.062487096366326
2390.0,21.9576385701892
2400.0,22.058138949095586
2410.0,22.085625338348247
2420.0,21.943379587421244
2430.0,21.95021678638913
2440.0,22.28803639568179
2450.0,21.907734248127213
2460.0,22.09040104452764
2470.0,21.875985144377488
2480.0,22.07735505822122
2490.0,22.23282468751576
2500.0,22.214242046367318
2510.0,22.26461161423623
2520.0,22.3698055040006
2530.0,22.537334570594954
2540.0,22.42948397545921
2550.0,22.309300531032267
2560.0,22.251388477904037
2570.0,22.37970562097287
2580.0,22.48410496730526
2590.0,22.462757908026866
2600.0,22.432137625431736
2610.0,22.29656157022319
2620.0,22.44991567453045
2630.0,22.262322180801057
2640.0,22.162188660441302
2650.0,22.27821416834132
2660.0,22.410319283319012
2670.0,22.166300927804954
2680.0,22.050438733513165
2690.0,21.99232586960197
2700.0,21.981782632068267
2710.0,21.973017930648776
2720.0,21.866932382302647
2730.0,21.935318890703776
2740.0,22.066826547580977
2750.0,22.162048515201423
2760.0,22.277041242430915
2770.0,22.571945193039017
2780.0,22.2053565797076
2790.0,22.39734864398771
2800.0,22.415415593406607
2810.0,22.368123494625888
2820.0,22.491034729552627
2830.0,22.39719773645823
2840.0,22.37206427043785
2850.0,22.527540682541176
2860.0,22.84366622202848
2870.0,22.555262768770792
2880.0,22.573474746069948
2890.0,22.55339580142045
2900.0,22.411073050722262
2910.0,22.48800025443325
2920.0,22.904119106889212
2930.0,22.8821431699635
2940.0,22.887614926243355
2950.0,22.86352543146497
2960.0,22.84937868343068
2970.0,22.9597355075716
2980.0,22.945456621390445
2990.0,22.900184583048215
3000.0,22.8085256376184
3010.0,22.853671097587668
3020.0,23.029242810868478
3030.0,22.890706620357786
3040.0,23.15458635651334
3050.0,23.269179269476698
3060.0,23.11348980181228
3070.0,23.171916585096326
3080.0,22.90717888101096
3090.0,22.9571168081188
3100.0,23.15043545176007
3110.0,23.17309404608126
3120.0,23.09146693191066
3130.0,23.410053526802667
3140.0,23.65723983036407
3150.0,23.56533062509595
3160.0,23.64614537176689
3170.0,23.988304145877816
3180.0,23.62773812665726
3190.0,23.768805697730496
3200.0,23.70985749006254
3210.0,23.76334012096878
3220.0,23.658530725890245
3230.0,23.63278595029404
3240.0,23.59602850992194
3250.0,23.804898264857734
3260.0,23.708983749375175
3270.0,23.51470080375293
3280.0,23.497313943008454
3290.0,23.308932228181423
3300.0,23.174568523913955
3310.0,23.068450489159428
3320.0,23.372522117404678
3330.0,23.376834715909386
3340.0,23.379591954480865
3350.0,23.434135608078446
3360.0,23.48776343308226
3370.0,23.503147490226677
3380.0,23.5491285775837
3390.0,23.492468574710582
3400.0,23.55310073966535
3410.0,23.54281588682769
3420.0,23.779216102296473
3430.0,23.724498351620557
3440.0,23.26031762219512
3450.0,23.36844432196708
3460.0,23.384144971036534
3470.0,23.489015127682592
3480.0,23.745721094198533
3490.0,23.7559202236783
3500.0,23.840287678263284
3510.0,24.093168423370344
3520.0,24.0567969594779
3530.0,23.954565312461742
3540.0,24.076574996786313
3550.0,23.94000154233003
3560.0,24.314001521795465
3570.0,24.05967143641362
3580.0,24.003329611167082
3590.0,23.988204794416433
3600.0,23.862803978930593
3610.0,23.88878293822339
3620.0,23.765483417369293
3630.0,23.89835927901969
3640.0,23.927791474735415
3650.0,23.796963459660134
3660.0,24.02204797711963
3670.0,23.949422001735485
3680.0,23.979757568774694
3690.0,23.7441638731793
3700.0,23.91201914667469
3710.0,23.931767775224383
3720.0,24.016096348360044
3730.0,24.022480825648735
3740.0,24.0987788499336
3750.0,23.918729565798795
3760.0,23.990571835565504
3770.0,23.771759187290087
3780.0,23.645080569648467
3790.0,23.82608335635036
3800.0,23.924963027169404
3810.0,23.951369835544956
3820.0,24.083381681059425
3830.0,24.2157968294789
3840.0,24.3879848082769
3850.0,24.39857235916926
3860.0,24.216460080136244
3870.0,24.07041924123338
3880.0,23.912963896354597
3890.0,23.777694507695724
3900.0,23.836990978042106
3910.0,24.181005878350085
3920.0,23.97386758123455
3930.0,23.831946766587784
3940.0,23.954612177925554
3950.0,23.835536211432103
3960.0,23.954054815557626
3970.0,24.076238683674976
3980.0,24.042104344134447
3990.0,23.92986794001599
4000.0,24.024776264190017
4010.0,24.070752126590882
4020.0,24.080280622029992
4030.0,24.00775164922234
4040.0,24.122048067610635
4050.0,23.969357855290028
4060.0,23.797444640574977
4070.0,23.85485762670803
4080.0,23.41238318843817
4090.0,23.67508192539149
4100.0,23.708999528413933
4110.0,23.827003586061306
4120.0,23.853135319660527
4130.0,23.811759537670707
4140.0,23.689096994405997
4150.0,23.53645581525405
4160.0,23.286905368609627
4170.0,23.100096774604303
4180.0,23.406339279179765
4190.0,23.333393014882958
4200.0,23.443299256985412
4210.0,23.19405482187468
4220.0,23.144714698032228
4230.0,23.128863884235262
4240.0,23.14484307027641
4250.0,22.988552167679796
4260.0,23.030617647759772
4270.0,23.043415814334097
4280.0,23.071625063911057
4290.0,22.77645910300823
4300.0,23.086605305495205
4310.0,23.112521690877834
4320.0,23.061085303343066
4330.0,23.318078997513215
4340.0,23.252636407719535
4350.0,23.314327448616158
4360.0,23.04075924276314
4370.0,22.93437909093923
4380.0,23.01334438213675
4390.0,23.155664046851093
4400.0,23.0584965231266
4410.0,23.254510969310278
4420.0,23.335374272627572
4430.0,23.270592928759605
4440.0,23.07730907222945
4450.0,23.02594269692835
4460.0,23.300959074014568
4470.0,23.231902864923917
4480.0,23.130952042282775
4490.0,23.382780621927694
4500.0,23.224906522416575
4510.0,23.545409648627746
4520.0,23.25619855862745
4530.0,23.094779822020342
4540.0,22.952827433601986
4550.0,22.974326512603724
4560.0,23.22153176686022
4570.0,22.90324307176073
4580.0,22.962945047881743
4590.0,23.144399216945647
4600.0,23.139644939315318
4610.0,22.993226742948643
4620.0,23.1664264039882
4630.0,23.00073996794667
4640.0,23.09611879864973
4650.0,23.335419044316765
4660.0,23.544479275650623
4670.0,23.47529744944846
4680.0,23.421718784586368
4690.0,23.36073767969324
4700.0,23.42743835842588
4710.0,23.758768218616417
4720.0,23.539255028108283
4730.0,23.39403443292057
4740.0,23.475027198971564
4750.0,23.238362317565414
4760.0,23.42361393789553
4770.0,23.508025180818567
4780.0,23.269041419599674
4790.0,23.34526987835167
4800.0,23.70055073575655
4810.0,23.612249885242846
4820.0,23.66691631836591
4830.0,23.677393114032444
4840.0,23.58187160757374
4850.0,23.547071284277504
4860.0,23.714547956590117
4870.0,23.78973347536224
4880.0,23.59311124071045
4890.0,23.563699026850884
4900.0,23.547011249004715
4910.0,23.545956043959972
4920.0,23.655063620943057
4930.0,23.858858179322716
4940.0,23.59327779229455
4950.0,23.70030275482134
4960.0,23.764780651164475
4970.0,23.950652696930657
4980.0,23.99814610227886
4990.0,23.856067654012676
5000.0,24.059805771955844
5010.0,24.259322879669075
5020.0,24.269967388612237
5030.0,24.436162108549862
5040.0,24.41984301880617
5050.0,24.561855272686266
5060.0,24.465788957361536
5070.0,24.680770106211906
5080.0,24.62445214970672
5090.0,24.778551149508626
5100.0,24.711033653965412
5110.0,24.828792171169628
5120.0,24.75504583687688
5130.0,24.832652942062666
5140.0,24.837564874113962
5150.0,24.853319657452815
5160.0,24.321278291322585
5170.0,24.341667798233807
5180.0,24.30775952819984
5190.0,24.285829169021355
5200.0,24.28869872605959
5210.0,24.313057528741297
5220.0,24.0796383790929
5230.0,23.859564735070315
5240.0,23.892063917522314
5250.0,23.78483810772743
5260.0,23.772532289478065
5270.0,23.930439677359725
5280.0,23.73327635057929
5290.0,24.10680559904535
5300.0,23.966854666267004
5310.0,23.89889190111655
5320.0,23.97063791538606
5330.0,24.027210269378806
5340.0,23.947833724432833
5350.0,23.73280846262845
5360.0,23.93534200879924
5370.0,23.869349447721778
5380.0,23.961852549158003
5390.0,23.78533469513309
5400.0,23.59304757921827
5410.0,23.686775717757655
5420.0,23.480996414321172
5430.0,23.502052389884202
5440.0,23.666061564222854
5450.0,23.833355838814526
5460.0,23.866836981664186
5470.0,23.944175618089353
5480.0,23.893146357721292
5490.0,24.19740121413808
5500.0,24.205465217010044
5510.0,24.165710566995642
5520.0,24.45186350771595
5530.0,24.438613380520497
5540.0,24.454215415191562
5550.0,24.322100333395742
5560.0,24.37759197011318
5570.0,24.332819617097297
5580.0,24.297104540447084
5590.0,24.228556212256798
5600.0,24.223576472429937
5610.0,24.14210701484957
5620.0,24.26744947913574
5630.0,24.30954230022211
5640.0,24.037793924290572
5650.0,24.054419447457132
5660.0,23.971477965479387
5670.0,23.824532270052497
5680.0,23.849974267265686
5690.0,23.675516520768827
5700.0,23.696540439736825
5710.0,24.02774418440133
5720.0,23.894469627401595
5730.0,23.895883193608306
5740.0,23.870763914132795
5750.0,23.67300589508084
5760.0,23.964381044667977
5770.0,23.871197102006047
5780.0,24.23271548249502
5790.0,24.258581391235317
5800.0,24.06149444541544
5810.0,23.973383911226108
5820.0,23.854845487200393
5830.0,23.87978931019909
5840.0,24.06252239829632
5850.0,24.198005521376086
5860.0,24.296218323058987
5870.0,24.14201606233633
5880.0,24.236979419040264
5890.0,24.28552353466054
5900.0,24.024405508714388
5910.0,24.25968120261921
5920.0,24.044064071874445
5930.0,24.20465483833985
5940.0,24.37119544607061
5950.0,24.263315058103238
5960.0,24.064267706012473
5970.0,24.015918508894433
5980.0,24.20149932803547
5990.0,24.01423313466191
6000.0,24.12071898538806
6010.0,23.677782711155878
6020.0,23.71371827346743
6030.0,23.74889680062769
6040.0,23.886751040405574
6050.0,23.829987449554125
6060.0,23.884467605654017
6070.0,24.043769864382412
6080.0,23.964888035926354
6090.0,23.841750804018947
6100.0,24.126802345170653
6110.0,24.149310739090115
6120.0,24.12173168213735
6130.0,24.340149092058002
6140.0,24.111062968483736
6150.0,23.99371765135574
6160.0,24.082405284493703
6170.0,24.081141417757124
6180.0,24.116426109833082
6190.0,23.905531612656322
6200.0,23.99904258453965
6210.0,24.210929321552012
6220.0,24.012905030788325
6230.0,24.24765713745965
6240.0,24.32905450129938
6250.0,24.470646592284417
6260.0,24.240162623835925
6270.0,24.160030653702936
6280.0,24.377641467147132
6290.0,24.163481856257285
6300.0,24.166925487998434
6310.0,24.216577437185663
6320.0,24.161528020284635
6330.0,24.300728717574728
6340.0,24.56822755955355
6350.0,24.31140148095793
6360.0,24.262656235640016
6370.0,24.3523020286305
6380.0,24.292933125220003
6390.0,23.916274486253016
6400.0,24.051704518462934
6410.0,24.097902601189507
6420.0,24.229643278762925
6430.0,23.98016830276026
6440.0,24.15424709958748
6450.0,24.376500799907944
6460.0,24.12533064571335
6470.0,23.88358470066729
6480.0,23.85168466634958
6490.0,23.578143957916026
6500.0,23.51698480243776
6510.0,23.72724406816831
6520.0,23.61480375601304
6530.0,23.82340673181266
6540.0,23.644735757556898
6550.0,23.41422140661993
6560.0,23.777140846970635
6570.0,23.758467077806802
6580.0,23.68885024677236
6590.0,24.02674515366074
6600.0,24.09536213976826
6610.0,24.064279058915584
6620.0,24.184956124985938
6630.0,24.172475551189635
6640.0,24.367308997535186
6650.0,24.48637203068157
6660.0,24.196864489975052
6670.0,24.225047486975974
6680.0,24.136285250053273
6690.0,24.082343293095615
6700.0,24.085420637280823
6710.0,24.142405062254507
6720.0,23.99637334671952
6730.0,24.15433314886557
6740.0,24.021520548400122
6750.0,23.89301608588767
6760.0,24.038274223232843
6770.0,23.72363206061366
6780.0,23.609637286014348
6790.0,23.654095732326677
6800.0,23.913161073201984
6810.0,24.138455380129876
6820.0,24.028945304347822
6830.0,23.81493121266156
6840.0,24.06378144125499
6850.0,23.858378986527754
6860.0,24.067257097941372
6870.0,24.163173698198808
6880.0,24.24002628963686
6890.0,24.21076074591342
6900.0,23.993354898470614
6910.0,24.005541679184812
6920.0,23.783666227839458
6930.0,23.670841472132565
6940.0,23.852557354485267
6950.0,23.781299438847554
6960.0,24.05571407610926
6970.0,23.87205377461578
6980.0,23.964505002901358
6990.0,23.90263264109778
7000.0,24.150651625299066
7010.0,23.888220120559655
7020.0,23.824916957548513
7030.0,24.00311038283532
7040.0,24.25115414374581
7050.0,24.06222951609982
7060.0,24.24067387469606
7070.0,24.218997213127615
7080.0,24.14593227092102
7090.0,24.312425600904593
7100.0,24.271764563177765
7110.0,24.306426521852597
7120.0,24.289989477527843
7130.0,24.328074429422895
7140.0,24.395091355501993
7150.0,24.522083127274918
7160.0,24.504284032920022
7170.0,24.85785429554023
7180.0,24.700123723019782
7190.0,24.317812369287363
7200.0,24.381201136290837
7210.0,24.505508881657285
7220.0,24.33217174893706
7230.0,24.37378967302282
7240.0,24.428915398028575
7250.0,24.240584357199086
7260.0,24.39313793834887
7270.0,24.317673432892377
7280.0,24.38479357164143
7290.0,24.415499179288197
7300.0,24.236619192838315
7310.0,24.30303410222739
7320.0,24.529809881823
7330.0,24.260138979946838
7340.0,24.10851498478815
7350.0,24.430770997794642
7360.0,24.256456035392283
7370.0,24.0350068857799
7380.0,24.089967343088507
7390.0,24.070791810634155
7400.0,24.11853277902821
7410.0,23.97737574140161
7420.0,24.098465460863803
7430.0,24.237403423777003
7440.0,24.27195624783568
7450.0,24.43019649782635
7460.0,24.449840736856657
7470.0,24.27204337086632
