time,rg_epitope_cancer
0.0,7.822969083818817
10.0,7.831429314003363
20.0,7.754435845747005
30.0,7.878026309204437
40.0,7.8069630928760825
50.0,7.803427755154663
60.0,7.711330259163158
70.0,7.752474620317968
80.0,7.836630968398384
90.0,7.900061147158093
100.0,7.761841145681432
110.0,7.730230936199083
120.0,7.76086661057291
130.0,7.708939493579872
140.0,7.669338821752635
150.0,7.770443494969471
160.0,7.7973324080353175
170.0,7.8584838248394
180.0,7.8906934269179265
190.0,7.810774283990588
200.0,7.875267143368177
210.0,7.718767126970663
220.0,7.7723039785546595
230.0,7.863924779201996
240.0,7.82827076341686
250.0,7.760253304567529
260.0,7.797726430233794
270.0,7.891723602727783
280.0,7.800272352741044
290.0,7.744268088060435
300.0,7.785992481545967
310.0,7.806976416737292
320.0,7.857681275295427
330.0,7.768287278359281
340.0,7.7369266668312395
350.0,7.69737119376982
360.0,7.852223042932412
370.0,7.832983963611181
380.0,7.715369227280481
390.0,7.845734119323783
400.0,7.719704769765691
410.0,7.682083508434938
420.0,7.768119054574781
430.0,7.777888267975799
440.0,7.821292977661276
450.0,7.817262142282589
460.0,7.740044464318872
470.0,7.803279389283978
480.0,7.746338347052487
490.0,7.891646954824499
500.0,7.77751010610654
510.0,7.80512671777886
520.0,7.814363176449776
530.0,7.703933951162195
540.0,7.740776760275395
550.0,7.901790879087941
560.0,7.76770266241377
570.0,7.788396552828334
580.0,7.867390875155721
590.0,7.732435267313586
600.0,7.816565220800847
610.0,7.809887417485845
620.0,7.799724828449715
630.0,7.750903189249476
640.0,7.891582765054114
650.0,7.739575362050641
660.0,7.919761941439023
670.0,7.9553914972613695
680.0,7.834004501562039
690.0,7.823212418818545
700.0,7.887209219371428
710.0,7.788910417786264
720.0,7.800161438201808
730.0,7.77337276117533
740.0,7.908497249973677
750.0,7.745879219441904
760.0,7.778349062385763
770.0,7.775481068192826
780.0,7.804503801582049
790.0,7.757399938589555
800.0,7.735916190037209
810.0,7.837588051710776
820.0,7.7627017335927855
830.0,7.784219527801098
840.0,7.759555230211245
850.0,7.836977650734751
860.0,7.878353358324985
870.0,7.706300092896813
880.0,7.978099860061747
890.0,7.816171020382436
900.0,7.9228182759427
910.0,7.948858699444468
920.0,7.979249385322618
930.0,7.906428019224527
940.0,7.818606183045306
950.0,7.9438736375909995
960.0,7.908625620877916
970.0,7.833434497469569
980.0,7.732423188090754
990.0,7.928548698844651
1000.0,7.8580650166077435
1010.0,7.765920392321415
1020.0,7.877969185230086
1030.0,7.863439966318371
1040.0,7.906320161640981
1050.0,7.9001925828032045
1060.0,7.97939114042273
1070.0,7.924186896029736
1080.0,7.939784637195764
1090.0,7.9811779306720405
1100.0,7.932667389346231
1110.0,7.8270892299022865
1120.0,7.828110339452029
1130.0,7.883244243853319
1140.0,7.903686343402555
1150.0,7.886412483287928
1160.0,7.937593869927043
1170.0,7.8117554045514614
1180.0,7.993263257655488
1190.0,7.832140090093295
1200.0,7.951713872556655
1210.0,7.873474866930439
1220.0,8.024422623455443
1230.0,7.813522038312454
1240.0,7.782409941812623
1250.0,7.774542869870968
1260.0,7.8008769678166665
1270.0,7.889196279027001
1280.0,7.812208713074965
1290.0,7.890086944977762
1300.0,7.856817280192143
1310.0,7.8891431240091
1320.0,7.685619702286777
1330.0,7.799637077053616
1340.0,7.9082077931911465
1350.0,7.874323170570519
1360.0,7.872215617153221
1370.0,7.826266360706407
1380.0,7.863892119791044
1390.0,7.968644630225655
1400.0,7.9064202119984515
1410.0,7.8560886987058325
1420.0,7.818564415914948
1430.0,7.938232340707602
1440.0,7.829723107687297
1450.0,7.9531100955520655
1460.0,7.9204025157492115
1470.0,7.903074211509821
1480.0,7.973997715112789
1490.0,7.942325377917396
1500.0,7.937238894346536
1510.0,7.9602538281770645
1520.0,8.069485711050806
1530.0,7.895730719274192
1540.0,7.878384621652653
1550.0,7.855320159379584
1560.0,7.929463868033124
1570.0,7.876633371895241
1580.0,7.9100564287424975
1590.0,7.824848284758963
1600.0,7.8061812979945255
1610.0,7.86038621885361
1620.0,7.890621717320136
1630.0,7.992446139580818
1640.0,7.957013568905438
1650.0,7.984607137746204
1660.0,7.911355075897992
1670.0,7.8912985741513015
1680.0,7.874233971547848
1690.0,7.823834736762798
1700.0,7.92126543920906
1710.0,8.002804849705683
1720.0,7.988168367551757
1730.0,7.9363125066121585
1740.0,8.046763071319782
1750.0,7.945193363111333
1760.0,7.968719044471566
1770.0,7.915176147272202
1780.0,7.908084714480754
1790.0,7.98221194882196
1800.0,7.944610443223076
1810.0,7.768678573294415
1820.0,7.887378626989593
1830.0,8.035017043484736
1840.0,7.9065955649909485
1850.0,7.968877847308824
1860.0,7.965353189107109
1870.0,7.787310835739919
1880.0,7.847348336219843
1890.0,7.8944195844470375
1900.0,7.885696494065133
1910.0,7.954178914983301
1920.0,7.949893466067246
1930.0,7.936760606603296
1940.0,7.856087485594629
1950.0,7.862826789884454
1960.0,8.008283982141661
1970.0,7.8311858313510125
1980.0,7.728021671054972
1990.0,7.830893565499943
2000.0,7.882369043726796
2010.0,7.947034575657347
2020.0,7.992701308184326
2030.0,7.916482786996334
2040.0,7.844551979209223
2050.0,7.871798512216602
2060.0,7.905263592836512
2070.0,7.860655441854693
2080.0,7.734530679982873
2090.0,7.818180530279854
2100.0,7.90517348958737
2110.0,7.984475404674683
2120.0,7.859297450859733
2130.0,7.834331759927672
2140.0,7.887506755176305
2150.0,7.847172752995146
2160.0,7.737648520185434
2170.0,7.901641269635143
2180.0,7.985554660730162
2190.0,7.959245861006503
2200.0,8.001983094337383
2210.0,7.954769764733527
2220.0,7.847700637979755
2230.0,8.010769747887684
2240.0,7.8264187527437485
2250.0,7.920505437806136
2260.0,7.932298148556919
2270.0,7.897809963614126
2280.0,7.92102960507038
2290.0,7.94374489692097
2300.0,7.8828784641387815
2310.0,7.949406018654002
2320.0,7.992794302481173
2330.0,7.885110811134229
2340.0,7.929101684651465
2350.0,7.901512733433424
2360.0,7.825020485043399
2370.0,7.694040617191562
2380.0,7.7531042618378105
2390.0,7.8803930692524915
2400.0,7.875911346553913
2410.0,7.854680789640324
2420.0,7.788183897702976
2430.0,7.8406435639327485
2440.0,7.824035910090812
2450.0,7.961857397637251
2460.0,7.8176548820647325
2470.0,7.870781339597542
2480.0,7.866979649323764
2490.0,7.798732179109882
2500.0,7.9423787702759485
2510.0,7.949438367469346
2520.0,7.9829171509035834
2530.0,7.765543665729964
2540.0,7.968131316793489
2550.0,7.854457442720539
2560.0,7.902769701498176
2570.0,7.8977071694762175
2580.0,7.910450440172814
2590.0,7.854286935606004
2600.0,7.750340358555861
2610.0,7.9635244560047855
2620.0,7.9301425778827515
2630.0,7.900588407645013
2640.0,7.962350164077529
2650.0,7.786816287467941
2660.0,7.869388822187049
2670.0,7.891097884482931
2680.0,7.778569859347145
2690.0,7.935015426560552
2700.0,7.863210019428337
2710.0,7.872633643793494
2720.0,7.834411705608434
2730.0,7.885196928502167
2740.0,7.980223628142663
2750.0,7.897536278146215
2760.0,7.7819788364778155
2770.0,7.941445669186275
2780.0,7.988648036812569
2790.0,7.86809336442087
2800.0,8.04444250929446
2810.0,7.863987237501096
2820.0,7.839134504355532
2830.0,7.778468290094593
2840.0,7.87791817342475
2850.0,7.85829922404244
2860.0,7.843604613955122
2870.0,7.910203556448167
2880.0,7.775399362982246
2890.0,7.8644603708327
2900.0,7.840271542104746
2910.0,8.003278870132705
2920.0,7.939349065623533
2930.0,7.862290939678889
2940.0,7.917135237658783
2950.0,7.863532081408217
2960.0,7.893962446501922
2970.0,7.846312614527133
2980.0,7.904342068363131
2990.0,7.878151457494124
3000.0,7.984529114810755
3010.0,7.89903344578305
3020.0,7.774466766280139
3030.0,7.898150278974948
3040.0,7.86392262777397
3050.0,7.96636121854098
3060.0,7.869450503048177
3070.0,7.9040152909036605
3080.0,7.835087727725898
3090.0,7.836489058424053
3100.0,7.823810743189018
3110.0,7.9207062818366145
3120.0,7.88349588578751
3130.0,7.8165672592713165
3140.0,7.833756219178643
3150.0,7.86847326399356
3160.0,7.876984150575401
3170.0,8.032559722103152
3180.0,7.948643713091247
3190.0,7.953891226582359
3200.0,7.923493503555753
3210.0,7.768725082307032
3220.0,8.03539672842534
3230.0,7.846782935206703
3240.0,7.955399690965377
3250.0,7.840244647538061
3260.0,7.854196637283426
3270.0,7.809203176278866
3280.0,7.9051667220370625
3290.0,7.885825986814468
3300.0,7.872053832805767
3310.0,7.95701538525817
3320.0,7.915149901245506
3330.0,8.025545353961547
3340.0,7.904020603722328
3350.0,7.862414058718245
3360.0,7.958377762678895
3370.0,7.891688980830917
3380.0,8.082548538636509
3390.0,7.809362053319808
3400.0,7.888034877597497
3410.0,7.8380782987108475
3420.0,7.879816069554915
3430.0,7.967524162114862
3440.0,7.912437717903559
3450.0,7.821052787990958
3460.0,8.030895819460177
3470.0,7.880405007520906
3480.0,7.945210100611713
3490.0,7.927530296376287
3500.0,7.951484920063822
3510.0,7.663428589441494
3520.0,7.831631283311717
3530.0,7.850055099483135
3540.0,7.862295715763939
3550.0,7.800008222976276
3560.0,7.784317451777836
3570.0,7.848229451596358
3580.0,7.748690027099
3590.0,7.860303674894603
3600.0,7.832178411989867
3610.0,7.882230271269631
3620.0,7.834103170533909
3630.0,7.878718398688127
3640.0,7.819897528139768
3650.0,7.86729935935955
3660.0,7.823621135341707
3670.0,8.077627447570164
3680.0,7.848296507331628
3690.0,7.9548050559190076
3700.0,7.921649489934248
3710.0,7.830595641130221
3720.0,7.8631204418085225
3730.0,7.811138037079422
3740.0,7.978448765484915
3750.0,7.817875132807869
3760.0,7.790225924418132
3770.0,7.8359941126421075
3780.0,7.875825536362313
3790.0,7.918759490842515
3800.0,7.814131309338777
3810.0,7.851552348587656
3820.0,7.904196542900297
3830.0,7.8755286517233705
3840.0,7.883774594967889
3850.0,7.921098956135882
3860.0,7.876684284269568
3870.0,7.8874663653216075
3880.0,7.883034943515653
3890.0,7.813137396599345
3900.0,7.9812363546450955
3910.0,7.759601207952119
3920.0,7.879300282693789
3930.0,7.885706261364504
3940.0,7.870915062857392
3950.0,7.7528265014121
3960.0,7.792777130850987
3970.0,7.786693538471407
3980.0,7.765324916734554
3990.0,7.849667143616182
4000.0,7.87312127062457
4010.0,7.861228042554163
4020.0,7.938994680927879
4030.0,7.886916209071073
4040.0,7.920849493211038
4050.0,7.834955878358933
4060.0,7.925254250964384
4070.0,7.861555723308906
4080.0,8.020702530356916
4090.0,7.945323434410836
4100.0,7.860887883895999
4110.0,7.816915274493424
4120.0,7.862179158223094
4130.0,7.885356980803463
4140.0,7.891680074508203
4150.0,7.887377029230211
4160.0,7.994453716811274
4170.0,7.920990841606701
4180.0,7.970751533474804
4190.0,7.939195720247778
4200.0,7.968700464237478
4210.0,7.910564652379342
4220.0,7.992380626814496
4230.0,7.959442246278202
4240.0,7.82659580705335
4250.0,7.790092292104861
4260.0,7.931911764547485
4270.0,7.888232650643406
4280.0,7.965501141526937
4290.0,7.86304201032316
4300.0,7.961065758181725
4310.0,7.853336012903064
4320.0,7.806250841170262
4330.0,7.844290116464726
4340.0,7.873785190622648
4350.0,7.819829087545286
4360.0,7.802537709922209
4370.0,7.895897809258074
4380.0,7.768614076117011
4390.0,8.163281142131575
4400.0,8.040410155002315
4410.0,7.895883005782767
4420.0,7.9327936671669645
4430.0,7.81881595457087
4440.0,7.822402866379188
4450.0,7.786673949111928
4460.0,7.933998997652466
4470.0,7.816072007227264
4480.0,7.88825652820219
4490.0,7.784998977345638
4500.0,8.10454909930631
4510.0,7.871198005163729
4520.0,7.915141949904266
4530.0,7.993393246936946
4540.0,7.835618583206442
4550.0,8.000084793020898
4560.0,7.891745076564074
4570.0,7.938500421040955
4580.0,8.020301193348867
4590.0,7.982912616958185
4600.0,7.930174743215597
4610.0,7.898431598936259
4620.0,7.987110563524876
4630.0,7.897081118015722
4640.0,7.93182813147553
4650.0,8.023017726923658
4660.0,7.792981545381342
4670.0,7.917371685886371
4680.0,7.985823940083051
4690.0,7.95902924239876
4700.0,7.93635617443343
4710.0,7.859820559257119
4720.0,7.926710014631386
4730.0,7.868005040324528
4740.0,7.846695105843038
4750.0,8.016581342519055
4760.0,7.9856849913162975
4770.0,7.918505360266984
4780.0,8.117102817209082
4790.0,8.041758546449238
4800.0,8.08589063798113
4810.0,7.958901010492524
4820.0,7.881311339658348
4830.0,7.972159037890806
4840.0,7.843426308456747
4850.0,7.974378468790236
4860.0,8.026637929678836
4870.0,7.884587579005236
4880.0,7.9241331652156495
4890.0,8.023275555185307
4900.0,7.995352755537322
4910.0,7.939574568790237
4920.0,7.955662278694637
4930.0,7.923913377024309
4940.0,7.904655888429173
4950.0,7.9169305312784894
4960.0,7.953499382746559
4970.0,7.969473890649417
4980.0,7.8495154566669
4990.0,7.887565112260527
5000.0,7.88157240890439
5010.0,7.884294904026476
5020.0,7.9411263022820995
5030.0,8.054165648459058
5040.0,7.914107456738185
5050.0,7.871672200298555
5060.0,7.944821624147535
5070.0,8.046954473699376
5080.0,7.978558566891
5090.0,7.884298255542428
5100.0,7.890571035018909
5110.0,7.839154721610717
5120.0,7.994057002207047
5130.0,7.791973503964133
5140.0,7.814265638291426
5150.0,7.88264519099619
5160.0,7.878492923405991
5170.0,7.877749324622059
5180.0,7.924528615745234
5190.0,8.03289153088441
5200.0,8.045054623852682
5210.0,7.866931107151423
5220.0,7.808706951187334
5230.0,7.860505320220712
5240.0,7.863062863722179
5250.0,7.884198298812172
5260.0,7.813741757947886
5270.0,7.925992074497108
5280.0,7.899904964328108
5290.0,7.912103767003106
5300.0,7.797404635611769
5310.0,7.95341890386688
5320.0,8.149893562290723
5330.0,8.028383163107042
5340.0,7.880768257079468
5350.0,8.020117001134395
5360.0,7.845054802624948
5370.0,7.880229287998044
5380.0,7.807520266457934
5390.0,7.937853588079133
5400.0,8.06910253933338
5410.0,7.904528419830096
5420.0,7.785835580100068
5430.0,7.8265593917767236
5440.0,7.959833496878389
5450.0,8.072284025510367
5460.0,7.904521676535799
5470.0,8.05867733011307
5480.0,8.060917412547084
5490.0,7.987167857059198
5500.0,7.8552816521688245
5510.0,7.712585950389402
5520.0,7.8700949619103975
5530.0,8.032841777586672
5540.0,7.986747899123073
5550.0,7.922484302183245
5560.0,8.152122044598658
5570.0,8.006589007415474
5580.0,7.954667778023377
5590.0,7.943983482900985
5600.0,7.990258791968565
5610.0,8.022858658497734
5620.0,8.011936332190981
5630.0,8.056419203191455
5640.0,8.015395120788542
5650.0,7.928129838425894
5660.0,8.069204131202065
5670.0,7.894068954617157
5680.0,7.973441463312781
5690.0,8.029985192840511
5700.0,8.052886223746615
5710.0,7.989631672897901
5720.0,8.063382778377838
5730.0,7.938981190258612
5740.0,7.985455434524613
5750.0,7.907374867887571
5760.0,7.889751333386359
5770.0,7.900397686205937
5780.0,7.966609055733438
5790.0,7.926661090236322
5800.0,7.892699646959364
5810.0,7.9908383566560035
5820.0,7.906463568514212
5830.0,7.991885298250877
5840.0,7.9838834371534455
5850.0,7.988344264376306
5860.0,7.852116814524192
5870.0,7.872432077283559
5880.0,7.820294376690708
5890.0,7.867163857674852
5900.0,7.881385329286268
5910.0,7.951211306952562
5920.0,7.892681287947611
5930.0,7.921788446353233
5940.0,7.893390512904396
5950.0,7.892139982543706
5960.0,7.741776563006255
5970.0,7.898411199440038
5980.0,7.817165894900091
5990.0,7.927125954382962
6000.0,7.889814423612745
6010.0,7.798291791253798
6020.0,7.795991502440053
6030.0,8.012252416293173
6040.0,7.862735696347361
6050.0,7.885723203118404
6060.0,7.819482903480026
6070.0,7.912121668219072
6080.0,7.978973450812556
6090.0,8.095456901075082
6100.0,7.936544409847803
6110.0,8.017190096401512
6120.0,7.948184873478477
6130.0,7.852559747017864
6140.0,7.8923372148961
6150.0,7.841292506128071
6160.0,7.955396133266353
6170.0,8.030099259488763
6180.0,7.868366479906764
6190.0,7.900090736409194
6200.0,7.849524414701601
6210.0,7.993367874770173
6220.0,7.950091533509062
6230.0,7.8929761069543956
6240.0,7.7445153964897715
6250.0,7.874609825570793
6260.0,7.927883596831185
6270.0,7.936847185083778
6280.0,7.890868199216907
6290.0,7.93478822923299
6300.0,7.795727431480321
6310.0,7.861298681718217
6320.0,7.891698046649732
6330.0,7.900769662409263
6340.0,7.868989471834999
6350.0,7.836551560043356
6360.0,7.851443420802975
6370.0,7.819848028090826
6380.0,7.911894749499801
6390.0,7.896272734240746
6400.0,7.929774878468526
6410.0,7.882047481822709
6420.0,8.00579531893533
6430.0,7.930587275456461
6440.0,7.916519422056643
6450.0,7.842641221219443
6460.0,7.888331231553245
6470.0,7.880244780119464
6480.0,8.006651304215332
6490.0,7.955872432587723
6500.0,7.726590733753294
6510.0,7.850101236672155
6520.0,7.889840822989258
6530.0,7.793225463607377
6540.0,7.914859233503993
6550.0,7.8398774439740695
6560.0,7.861727406618767
6570.0,7.8175041534172145
6580.0,7.888562283051973
6590.0,7.886725213333993
6600.0,7.8597724425174516
6610.0,7.8316148116720115
6620.0,7.959453944260293
6630.0,7.901653417683895
6640.0,7.853748410633962
6650.0,7.883171378970256
6660.0,7.973377159445655
6670.0,7.811832484222576
6680.0,7.86535738040763
6690.0,7.844825665176686
6700.0,7.812358875440995
6710.0,7.867854804333331
6720.0,7.868613095037805
6730.0,7.932714149474561
6740.0,7.8307314258637355
6750.0,7.814749584523579
6760.0,7.853915012608657
6770.0,7.856407202870588
6780.0,7.863621319178475
6790.0,7.827596055472726
6800.0,7.910675809791268
6810.0,7.767792080679046
6820.0,7.908644910886008
6830.0,7.85803609684119
6840.0,7.962045858108986
6850.0,7.768348274271245
6860.0,7.889088997057233
6870.0,7.77765855969309
6880.0,7.884606444986465
6890.0,7.834418711056364
6900.0,7.931276172710327
6910.0,7.757100491194924
6920.0,7.901326356878381
6930.0,7.990504157406086
6940.0,7.912698180919139
6950.0,7.7954574885916825
6960.0,7.992663719861153
6970.0,7.965683373999046
6980.0,7.941507572558202
6990.0,7.76292981550505
7000.0,7.969236449537809
