time,rg_epitope_normal
0.0,8.07759822557014
10.0,7.803694609658642
20.0,7.934557981574953
30.0,7.875520142882335
40.0,7.779807067474288
50.0,7.91162290790081
60.0,7.828156546808047
70.0,7.906013624184927
80.0,7.9317472117338
90.0,7.909879214597878
100.0,7.849948960277933
110.0,7.987441980663681
120.0,7.934327815285348
130.0,7.881445828672543
140.0,7.906832604436311
150.0,7.920331276496623
160.0,7.843417016740956
170.0,7.920666318529838
180.0,7.805967547913866
190.0,7.976408743264526
200.0,7.983880187192687
210.0,7.891980238006655
220.0,7.924740361147038
230.0,7.88879874929386
240.0,7.876140179213393
250.0,7.895484583631724
260.0,7.869538330840958
270.0,7.810260878773311
280.0,7.941272281424491
290.0,7.87363756386052
300.0,8.02313594554728
310.0,7.895627936727479
320.0,7.839697901797644
330.0,7.88394212104145
340.0,7.720172333419036
350.0,7.854240451532452
360.0,7.891242729588765
370.0,7.8829967739658615
380.0,7.9976882849790485
390.0,7.917614470867829
400.0,7.886525073360187
410.0,7.857316283175844
420.0,7.916279843685278
430.0,7.82168538169154
440.0,7.882631537260616
450.0,7.878295278063747
460.0,7.893899566975349
470.0,7.856890597596604
480.0,7.856469919676246
490.0,7.873055396287487
500.0,7.905606481551863
510.0,8.059907528736513
520.0,7.895944300509437
530.0,7.876797627997869
540.0,7.885644044362725
550.0,7.840315348276832
560.0,8.033612846687102
570.0,7.951834684323029
580.0,7.81773464497013
590.0,7.836732700625888
600.0,7.790265868722007
610.0,7.912162494178106
620.0,7.848505034894668
630.0,7.900356406554083
640.0,7.873810484554469
650.0,7.845918645566871
660.0,7.981337419998168
670.0,7.8252164433305405
680.0,7.807437457644962
690.0,7.878053016304565
700.0,7.979272652505714
710.0,7.888361717708366
720.0,7.93078204275088
730.0,7.88187189768323
740.0,7.802436609044839
750.0,7.98678887889411
760.0,7.816395721263163
770.0,7.890956102065807
780.0,7.962163612606576
790.0,7.883870780542307
800.0,7.878424236526142
810.0,7.830719922193
820.0,7.857539534758119
830.0,7.857887962662172
840.0,8.035351842064077
850.0,7.833695470300637
860.0,7.906463714181409
870.0,7.879318898625214
880.0,7.924970759493558
890.0,7.9702181420609195
900.0,8.082150761756479
910.0,7.856423217439225
920.0,7.851402088672374
930.0,7.858800154694784
940.0,7.891024031620722
950.0,7.799517565578851
960.0,7.8866595717471
970.0,7.910019676686934
980.0,7.87117474409948
990.0,7.926436516219577
1000.0,8.027020582766474
1010.0,7.972276642601102
1020.0,8.035841912048403
1030.0,8.078038485055917
1040.0,7.936329904426297
1050.0,7.866234297912247
1060.0,7.900428052832139
1070.0,7.946508348640085
1080.0,8.096393259552046
1090.0,7.955324311338883
1100.0,7.857211585489928
1110.0,7.912639956095949
1120.0,7.854288046031825
1130.0,7.891076118686517
1140.0,7.968085595285891
1150.0,7.91778103766378
1160.0,7.962987032914311
1170.0,7.827007478035745
1180.0,7.677120046429469
1190.0,7.872000752323712
1200.0,7.73915221860458
1210.0,7.92793464611896
1220.0,7.928617661756708
1230.0,7.898417759020699
1240.0,7.9306947362907065
1250.0,7.955193687893672
1260.0,7.834618549453015
1270.0,7.832345620778934
1280.0,7.89212174635932
1290.0,7.865763586999693
1300.0,7.9011021250353375
1310.0,7.9373570923426655
1320.0,7.892740078340695
1330.0,7.9125389825553425
1340.0,7.726002447903162
1350.0,7.753515913217622
1360.0,7.856452071661184
1370.0,7.7953300586450505
1380.0,7.838362686587986
1390.0,7.852584217007381
1400.0,7.919643068929129
1410.0,7.741592575138807
1420.0,7.93751352717831
1430.0,7.921105117427037
1440.0,7.856991043721464
1450.0,7.912636479703716
1460.0,7.9377587637318
1470.0,7.895193324129152
1480.0,7.79946169074909
1490.0,7.872746953929433
1500.0,7.94565246327887
1510.0,7.785073405310665
1520.0,7.992820479105669
1530.0,7.8263800779117565
1540.0,7.973074653175956
1550.0,7.958454329350183
1560.0,7.870837376949445
1570.0,7.9402557833479515
1580.0,7.768096848485222
1590.0,7.995670641547439
1600.0,7.801905168645585
1610.0,7.831208137465127
1620.0,7.7601886171596135
1630.0,7.804410409453549
1640.0,7.890224517509977
1650.0,7.866723989109224
1660.0,8.000964548335087
1670.0,7.804598858648364
1680.0,7.813965622133388
1690.0,7.870251018397635
1700.0,7.889352623680341
1710.0,7.917148089028307
1720.0,7.965194463199978
1730.0,8.002530453208307
1740.0,7.974976089381199
1750.0,7.847907106085469
1760.0,7.882212390180646
1770.0,7.948499032134026
1780.0,7.86679905718835
1790.0,7.977021950299253
1800.0,7.762827798234204
1810.0,7.812428269611767
1820.0,7.9263745450494145
1830.0,8.088508676081148
1840.0,7.895372415093522
1850.0,7.814229124194865
1860.0,7.8468409742902665
1870.0,7.867856979760989
1880.0,7.992007072462588
1890.0,7.790410691053828
1900.0,7.84667844666109
1910.0,7.8571564252448445
1920.0,7.835210617679533
1930.0,7.853997401384883
1940.0,7.970955829543891
1950.0,7.859075532038583
1960.0,7.9302370115969225
1970.0,7.872543090584887
1980.0,7.942701736991465
1990.0,7.82561794938427
2000.0,7.972524120237146
2010.0,7.891445902625791
2020.0,7.9585745938382395
2030.0,8.000814714613568
2040.0,7.824442022858394
2050.0,7.833955786460492
2060.0,7.712023575859265
2070.0,7.792954060170636
2080.0,7.812428124169127
2090.0,7.883834890315897
2100.0,7.926759488833701
2110.0,7.799273881802208
2120.0,7.852358470274107
2130.0,7.830242654456002
2140.0,7.860022189832043
2150.0,7.816278998224551
2160.0,7.733040145643053
2170.0,7.783368207123007
2180.0,7.875669424686119
2190.0,7.973694995045096
2200.0,7.87049222837931
2210.0,7.848791826983936
2220.0,7.755740924001738
2230.0,7.9270845999389135
2240.0,7.899553537549315
2250.0,7.888659223607133
2260.0,7.924086101741246
2270.0,7.993025273878043
2280.0,7.891427362247102
2290.0,8.019795801077096
2300.0,8.047219831364407
2310.0,8.034349756194644
2320.0,7.906473717546075
2330.0,7.917334280156456
2340.0,8.008222983698117
2350.0,7.872876249211995
2360.0,7.910270019998908
2370.0,7.902235642223137
2380.0,7.867823093219589
2390.0,7.97188425937221
2400.0,8.001123166549943
2410.0,7.942764941440148
2420.0,7.962542205797458
2430.0,7.916031524210725
2440.0,8.007053192746342
2450.0,7.893245442600978
2460.0,8.062787251814623
2470.0,7.94403228837859
2480.0,7.822842649619118
2490.0,7.948843984375745
2500.0,7.825516447154056
2510.0,7.948603417194944
2520.0,8.084533689450428
2530.0,7.945946318164091
2540.0,7.952130810016993
2550.0,7.8968619664118735
2560.0,7.991278915721385
2570.0,8.147158835464092
2580.0,8.018376793291704
2590.0,8.094683562513385
2600.0,7.895029559413988
2610.0,8.031145478953238
2620.0,7.8816888800521205
2630.0,7.82938197127282
2640.0,8.026126369546839
2650.0,8.040533811021279
2660.0,7.931261015372477
2670.0,7.933134234856852
2680.0,8.000136017097702
2690.0,7.844523176035124
2700.0,8.060973608217152
2710.0,7.879357994733594
2720.0,7.954092689440371
2730.0,7.929804597855935
2740.0,7.9935025879985275
2750.0,7.824750868054139
2760.0,7.8650399187780815
2770.0,7.928394278137264
2780.0,7.924287489105211
2790.0,7.85596456607019
2800.0,7.945540932530318
2810.0,8.033635389457105
2820.0,7.865571598628683
2830.0,7.916200444052584
2840.0,8.01402963275274
2850.0,7.846160267727824
2860.0,7.96907724904946
2870.0,7.899194613639976
2880.0,7.886254151659348
2890.0,8.067350421073261
2900.0,7.922482790901136
2910.0,7.984363223523304
2920.0,7.870845934933656
2930.0,7.826319284118304
2940.0,7.940175069420749
2950.0,7.972068776895743
2960.0,7.892735071040005
2970.0,7.939860522782504
2980.0,7.978807037950459
2990.0,7.943734390127075
3000.0,7.993990377667194
3010.0,7.8855526133745455
3020.0,8.082595204411275
3030.0,7.962787398104804
3040.0,7.982388259355932
3050.0,8.050249838306966
3060.0,7.877638762648629
3070.0,7.878311858623672
3080.0,7.919407394451781
3090.0,7.903505934627729
3100.0,8.02215144462046
3110.0,7.904202868049438
3120.0,7.815651959416225
3130.0,7.997581882036949
3140.0,7.975425430975171
3150.0,8.020957136138682
3160.0,7.927726173791655
3170.0,7.901445744113048
3180.0,7.937780184672777
3190.0,7.807537849937254
3200.0,7.787083888383474
3210.0,8.058349262491424
3220.0,7.855318981803268
3230.0,7.906890389242584
3240.0,7.789613066121414
3250.0,7.908753108082276
3260.0,7.8652724599271755
3270.0,7.8800473528841115
3280.0,7.882230728316326
3290.0,7.91762111178542
3300.0,7.920061211506487
3310.0,7.885464639453107
3320.0,7.914041236028092
3330.0,7.992161183088327
3340.0,7.789285927973425
3350.0,7.8988239726578655
3360.0,7.7731703399713865
3370.0,7.962586521850474
3380.0,7.793640106007077
3390.0,7.9076700594876685
3400.0,7.957596134063964
3410.0,7.859459020030206
3420.0,7.993975730580513
3430.0,7.8410370178065
3440.0,7.828770787742878
3450.0,7.904620719632159
3460.0,7.846246836110634
3470.0,7.865511053349622
3480.0,8.04971920600369
3490.0,8.007743705106087
3500.0,8.05492346312876
3510.0,7.898449589777747
3520.0,7.899146832477763
3530.0,7.95101897910781
3540.0,7.9889702550592245
3550.0,7.88781056094246
3560.0,7.962056666331993
3570.0,8.018309909234018
3580.0,7.860096229740453
3590.0,7.910575008850193
3600.0,7.938480151198298
3610.0,7.860333023152087
3620.0,7.9126100594602375
3630.0,7.861286303596674
3640.0,7.904003350943967
3650.0,7.959422074673392
3660.0,7.897628691896383
3670.0,7.860970872318522
3680.0,7.9405187142735105
3690.0,7.931052319722061
3700.0,7.798159607003156
3710.0,7.908918150831774
3720.0,7.9141620197427045
3730.0,7.955723003938426
3740.0,7.905140066988809
3750.0,7.90319396772181
3760.0,7.954935077765737
3770.0,7.943028514171898
3780.0,7.920802683711691
3790.0,7.900652631807942
3800.0,7.853431325326133
3810.0,7.883738989273958
3820.0,7.977873943911496
3830.0,7.899642964142806
3840.0,7.9408689138035085
3850.0,7.788242113609973
3860.0,7.949942827442639
3870.0,7.896691075756714
3880.0,7.907528283595016
3890.0,7.776349940813629
3900.0,7.870222063660467
3910.0,7.845150642618565
3920.0,7.92963714659021
3930.0,8.020136096177485
3940.0,8.006580418102224
3950.0,7.903170937158246
3960.0,7.963771423547359
3970.0,8.012665553958872
3980.0,7.815691043365489
3990.0,7.830759873557019
4000.0,7.9471688292733855
4010.0,7.966178813004786
4020.0,7.931530567688749
4030.0,7.919850173597628
4040.0,8.017000687981795
4050.0,7.825237086407767
4060.0,7.811000811698594
4070.0,7.857003413172823
4080.0,7.824920365103008
4090.0,7.8130826715222765
4100.0,7.787577262249282
4110.0,7.841030472924803
4120.0,7.866005949531943
4130.0,7.929723979845645
4140.0,7.890516397422026
4150.0,7.947529543267614
4160.0,7.858294428452907
4170.0,8.032879942547412
4180.0,7.800869809721322
4190.0,8.018274708944276
4200.0,8.022664701109376
4210.0,7.916847091350508
4220.0,7.948332814725337
4230.0,7.897121422438036
4240.0,7.971902618269663
4250.0,7.839867879391342
4260.0,7.897996236620284
4270.0,7.895684057425684
4280.0,7.975860650331869
4290.0,7.984046044847633
4300.0,7.932068806626526
4310.0,7.80708960643503
4320.0,7.908464384806001
4330.0,7.848239661376827
4340.0,7.969210000996184
4350.0,7.811169655233336
4360.0,7.94108433103489
4370.0,7.85918816184643
4380.0,8.003189755727702
4390.0,7.866054723891578
4400.0,7.822495190224523
4410.0,7.773017478787951
4420.0,7.978912371796455
4430.0,7.890276104582455
4440.0,7.755901936439375
4450.0,7.937232489862827
4460.0,7.761226952629383
4470.0,7.9056306686602875
4480.0,7.905005477186466
4490.0,7.870112536136152
4500.0,7.960416072419124
4510.0,7.931149096923801
4520.0,7.827373101560996
4530.0,7.975671468871736
4540.0,7.847060542574839
4550.0,7.915100129602588
4560.0,7.849179786454586
4570.0,7.760342417275962
4580.0,7.878383608587696
4590.0,7.8595526673525455
4600.0,7.842956029601398
4610.0,7.7964336506001075
4620.0,7.877020508940905
4630.0,7.964147902057751
4640.0,7.921866468939223
4650.0,7.875171037637982
4660.0,7.783201221472317
4670.0,7.897031475809996
4680.0,7.944797209240523
4690.0,7.986755426862157
4700.0,7.863125439730546
4710.0,7.760489511652317
4720.0,7.841280027578317
4730.0,7.868621704702526
4740.0,7.845167064512463
4750.0,7.91497447135584
4760.0,7.786435185466908
4770.0,7.923715035688718
4780.0,7.852382857685382
4790.0,7.836107838321405
4800.0,7.923147755109295
4810.0,7.74855031502721
4820.0,7.8411796156148545
4830.0,7.949617930409234
4840.0,7.863871081265011
4850.0,7.950155554039
4860.0,7.976425882315552
4870.0,7.880324158851618
4880.0,7.990127423687813
4890.0,7.830882500351105
4900.0,7.946830190585061
4910.0,7.774156853187238
4920.0,7.93199100060928
4930.0,7.819257545912142
4940.0,7.969973468876974
4950.0,7.851561162796497
4960.0,7.985840019641519
4970.0,8.035983664748018
4980.0,7.932025095623713
4990.0,7.995169616411673
5000.0,7.855335982413835
5010.0,8.038455475147101
5020.0,7.930660083467792
5030.0,7.945551699301507
5040.0,8.049887700113857
5050.0,7.89238450648021
5060.0,7.953650039937994
5070.0,7.901048286543006
5080.0,7.962530528708374
5090.0,7.91802432391992
5100.0,7.908774929032952
5110.0,7.82137581551524
5120.0,8.028649083360103
5130.0,7.745022748634923
5140.0,7.7275896843883585
5150.0,7.918237170487418
5160.0,7.8853491782436675
5170.0,7.785406846465669
5180.0,7.871131868766238
5190.0,7.833938650423194
5200.0,7.8123997424834775
5210.0,7.84817063499021
5220.0,7.984336698382603
5230.0,7.898437654528146
5240.0,7.851880276946855
5250.0,7.823110954395158
5260.0,7.717781324048862
5270.0,7.870868877348522
5280.0,7.835833235941085
5290.0,7.781962743244013
5300.0,7.940468777872855
5310.0,7.928602947432294
5320.0,7.926799994589522
5330.0,7.892321403921117
5340.0,7.901675381426122
5350.0,7.803995795692619
5360.0,7.730762558718073
5370.0,7.882260379985315
5380.0,7.790745021514149
5390.0,7.752312074204442
5400.0,7.9327559124149865
5410.0,7.815878404173666
5420.0,7.871815039579788
5430.0,7.858885291898465
5440.0,7.816828998315021
5450.0,7.779376614889538
5460.0,7.841228437887507
5470.0,7.814624275491824
5480.0,7.968114391575771
5490.0,7.794711315177415
5500.0,7.874368766987076
5510.0,7.869983116877058
5520.0,7.835941560082404
5530.0,7.909277497595069
5540.0,7.829532261250998
5550.0,7.958271326575153
5560.0,7.905235610638359
5570.0,7.945990942406583
5580.0,7.945685422404921
5590.0,7.953030963021565
5600.0,7.95453377393619
5610.0,7.919450336477277
5620.0,8.02455455291497
5630.0,7.953801651339452
5640.0,7.9170860286955325
5650.0,8.02676985538433
5660.0,7.971640258270703
5670.0,7.859212026031959
5680.0,7.880059267965971
5690.0,7.910073847345459
5700.0,8.018627265902568
5710.0,7.879169863956249
5720.0,8.04055875999967
5730.0,7.93127464565927
5740.0,7.879586498613193
5750.0,7.878756651677909
5760.0,7.97564475838739
5770.0,7.942265972775371
5780.0,7.922965569044857
5790.0,7.920684662484637
5800.0,7.83105687815056
5810.0,8.00918432125828
5820.0,8.02466322796381
5830.0,7.937945962665112
5840.0,7.925645690698418
5850.0,7.961670020842038
5860.0,7.912664112795781
5870.0,8.034125685495045
5880.0,7.943576580855488
5890.0,7.958611491305026
5900.0,7.884650592724964
5910.0,7.978363412216758
5920.0,7.839946064683786
5930.0,7.758004504384701
5940.0,7.980243207407284
5950.0,7.96306514282013
5960.0,7.967279873729917
5970.0,8.066582820620308
5980.0,7.931452476665096
5990.0,7.9016992861122555
6000.0,7.797963301959328
6010.0,7.855900897424387
6020.0,7.848763592557094
6030.0,7.781973629165556
6040.0,7.859760717772265
6050.0,7.8348635092909955
6060.0,7.804527436045212
6070.0,7.799758190397246
6080.0,8.015159397153825
6090.0,7.956736619722035
6100.0,7.82626143215756
6110.0,7.784071846600106
6120.0,7.9618703642229285
6130.0,7.90332005610682
6140.0,7.846876313617827
6150.0,7.830399534139834
6160.0,7.911039451340389
6170.0,7.923383653133816
6180.0,7.905164118981222
6190.0,7.8808646771058575
6200.0,7.8134776888249355
6210.0,7.8335159461417945
6220.0,7.7730847673862105
6230.0,7.958144371551845
6240.0,7.795747000580816
6250.0,7.861496581065242
6260.0,7.80082410415852
6270.0,7.844032509705256
6280.0,7.703384253107107
6290.0,7.865203728689058
6300.0,7.776968819880203
6310.0,7.815152104986891
6320.0,7.899269530339963
6330.0,7.983462579649981
6340.0,7.908158138966357
6350.0,7.864361565417316
6360.0,7.834519394436863
6370.0,7.669314316338644
6380.0,7.960559851601021
6390.0,7.9489219743972255
6400.0,7.815392763196883
6410.0,7.891120026562948
6420.0,7.826381041029527
6430.0,7.944159704864137
6440.0,7.90391293752447
6450.0,7.752786062138937
6460.0,7.750042027698
6470.0,7.951775300426586
6480.0,7.858150006414657
6490.0,7.8962913172021105
6500.0,7.802827255116266
6510.0,7.957442063094907
6520.0,7.951441671692323
6530.0,7.95422137506224
6540.0,7.850501690517513
6550.0,7.956242935105863
6560.0,7.930198589203975
6570.0,7.887654214749766
6580.0,7.937360368103725
6590.0,7.8985620647748425
6600.0,7.847119140717923
6610.0,7.851940498086864
6620.0,7.769022730877032
6630.0,7.9441366506765725
6640.0,7.887557382179953
6650.0,7.927455469697187
6660.0,7.801433433172631
6670.0,7.8698720574679575
6680.0,7.799382011056937
6690.0,7.987215504454515
6700.0,8.002309447782194
6710.0,7.763121483411675
6720.0,7.69688661322269
6730.0,7.884006572391321
6740.0,7.890035781872398
6750.0,7.820733359672501
6760.0,8.017247528266218
6770.0,7.8131670519573815
6780.0,7.935512982459251
6790.0,7.9969418497881515
6800.0,7.860711281454368
6810.0,7.8342645618827005
6820.0,7.851161080855946
6830.0,7.815904786031982
6840.0,7.868637116324254
6850.0,7.867960946620906
6860.0,7.914205331870311
6870.0,7.900711889594866
6880.0,7.817635874335516
6890.0,7.864192456463433
6900.0,7.758086666546398
6910.0,7.7059200638945144
6920.0,7.727055450342331
6930.0,7.859112546848759
6940.0,7.820946120705398
6950.0,7.919219129020337
6960.0,7.876172012173228
6970.0,7.9255719001940115
6980.0,7.849051306458033
6990.0,7.8379744506926645
7000.0,7.760914082390385
7010.0,7.816389011831817
7020.0,7.818691401949537
7030.0,7.866739211471172
7040.0,7.746427843513933
7050.0,7.823143452614139
7060.0,7.868345322445172
7070.0,7.798236047318569
7080.0,7.879896828731275
7090.0,7.860544833760704
7100.0,7.8940317857104025
7110.0,7.8458013462103535
7120.0,7.792318800462465
7130.0,7.85247874565231
7140.0,7.911136606838698
7150.0,7.843435856740882
7160.0,7.9016299922692586
7170.0,7.8556657273280885
7180.0,7.948379298177812
7190.0,7.882276503198827
7200.0,7.862749053466731
7210.0,7.760127906571452
7220.0,7.944637600938809
7230.0,7.887176890511818
7240.0,7.8441264157815525
7250.0,7.837632303738267
7260.0,7.824331560538045
7270.0,7.817942077924592
7280.0,7.858587873117675
7290.0,7.897688954210749
7300.0,7.7753715057579775
7310.0,7.853783148930289
7320.0,7.837962454449751
7330.0,7.856649877459516
7340.0,7.864999674118986
7350.0,7.856862094636066
7360.0,7.77385226660249
7370.0,7.949960136141469
7380.0,7.771055580752284
7390.0,7.88864761285416
7400.0,7.721953160588367
7410.0,7.869336095937032
7420.0,7.739226129622968
7430.0,7.862351271885136
7440.0,7.830745704359471
7450.0,7.882073239277335
7460.0,7.8668971557665826
7470.0,7.861312706551636
