time,rmsd_normal
0.0,0.0
10.0,0.7826922535896301
20.0,0.9039018154144287
30.0,1.0493717193603516
40.0,1.2124342918395996
50.0,1.2578656673431396
60.0,1.366614818572998
70.0,1.4411273002624512
80.0,1.5778489112854004
90.0,1.6601351499557495
100.0,1.6311982870101929
110.0,1.7792892456054688
120.0,1.7937531471252441
130.0,1.9153896570205688
140.0,1.8859307765960693
150.0,2.0135154724121094
160.0,2.0241899490356445
170.0,1.8988462686538696
180.0,1.8303022384643555
190.0,1.8738752603530884
200.0,2.0250513553619385
210.0,2.0053718090057373
220.0,2.0998175144195557
230.0,2.1289498805999756
240.0,2.1363205909729004
250.0,2.1408283710479736
260.0,2.1623353958129883
270.0,2.095977783203125
280.0,2.0569686889648438
290.0,1.9901772737503052
300.0,2.0101382732391357
310.0,2.090318202972412
320.0,2.183347225189209
330.0,2.094169855117798
340.0,2.093294620513916
350.0,2.0336544513702393
360.0,2.0561394691467285
370.0,2.043325901031494
380.0,1.9466813802719116
390.0,2.055920362472534
400.0,2.0929903984069824
410.0,2.171142578125
420.0,1.9736963510513306
430.0,1.9112238883972168
440.0,2.086500406265259
450.0,2.0969138145446777
460.0,2.15529203414917
470.0,2.289170503616333
480.0,2.264063596725464
490.0,2.31601881980896
500.0,2.2966177463531494
510.0,2.3493967056274414
520.0,2.463014602661133
530.0,2.6564040184020996
540.0,2.5956883430480957
550.0,2.4477078914642334
560.0,2.426051378250122
570.0,2.5300586223602295
580.0,2.5314950942993164
590.0,2.440431594848633
600.0,2.5459370613098145
610.0,2.535349130630493
620.0,2.463408946990967
630.0,2.430659294128418
640.0,2.3062734603881836
650.0,2.286308526992798
660.0,2.2863643169403076
670.0,2.362198829650879
680.0,2.2237460613250732
690.0,2.2506189346313477
700.0,2.2879974842071533
710.0,2.4167823791503906
720.0,2.479236125946045
730.0,2.577238082885742
740.0,2.4867103099823
750.0,2.6058216094970703
760.0,2.6728107929229736
770.0,2.7564783096313477
780.0,2.7359554767608643
790.0,2.7257323265075684
800.0,2.751863479614258
810.0,2.608692169189453
820.0,2.605813503265381
830.0,2.569831132888794
840.0,2.5075266361236572
850.0,2.545994997024536
860.0,2.5328214168548584
870.0,2.561842441558838
880.0,2.5412802696228027
890.0,2.4288339614868164
900.0,2.5591864585876465
910.0,2.68272066116333
920.0,2.664010763168335
930.0,2.6387627124786377
940.0,2.598951816558838
950.0,2.7316462993621826
960.0,2.8081400394439697
970.0,2.892700672149658
980.0,2.8325729370117188
990.0,2.9439284801483154
1000.0,2.905735492706299
1010.0,2.8708596229553223
1020.0,2.852531671524048
1030.0,2.8943846225738525
1040.0,2.9061808586120605
1050.0,3.018552303314209
1060.0,3.0719997882843018
1070.0,3.033484935760498
1080.0,2.9673473834991455
1090.0,3.1403496265411377
1100.0,3.2173807621002197
1110.0,3.208275318145752
1120.0,3.295001983642578
1130.0,3.2784171104431152
1140.0,3.2393858432769775
1150.0,3.2871158123016357
1160.0,3.282172918319702
1170.0,3.399265766143799
1180.0,3.4271466732025146
1190.0,3.331664800643921
1200.0,3.4369957447052
1210.0,3.5795018672943115
1220.0,3.692140579223633
1230.0,3.783629894256592
1240.0,3.837111711502075
1250.0,3.7790679931640625
1260.0,3.8138012886047363
1270.0,3.9565539360046387
1280.0,4.106446266174316
1290.0,4.217240333557129
1300.0,4.203732490539551
1310.0,4.1499714851379395
1320.0,4.18533992767334
1330.0,4.193103790283203
1340.0,4.222423076629639
1350.0,4.1897358894348145
1360.0,4.0642595291137695
1370.0,4.117042541503906
1380.0,4.204807281494141
1390.0,4.289971351623535
1400.0,4.260179042816162
1410.0,4.2640204429626465
1420.0,4.346189975738525
1430.0,4.304272174835205
1440.0,4.39348840713501
1450.0,4.4550251960754395
1460.0,4.525838375091553
1470.0,4.488498687744141
1480.0,4.603124141693115
1490.0,4.587718486785889
1500.0,4.604158401489258
1510.0,4.655842304229736
1520.0,4.653926849365234
1530.0,4.594783306121826
1540.0,4.618529796600342
1550.0,4.561498641967773
1560.0,4.612176418304443
1570.0,4.646646022796631
1580.0,4.712756633758545
1590.0,4.7784905433654785
1600.0,4.804133892059326
1610.0,4.851425647735596
1620.0,4.921576023101807
1630.0,5.105588912963867
1640.0,5.144562244415283
1650.0,5.1208696365356445
1660.0,5.062373638153076
1670.0,5.002508640289307
1680.0,4.925682544708252
1690.0,4.851428031921387
1700.0,4.901269435882568
1710.0,4.970063209533691
1720.0,4.980956554412842
1730.0,5.070488452911377
1740.0,5.084380626678467
1750.0,5.039956092834473
1760.0,5.132564544677734
1770.0,5.001183986663818
1780.0,5.040329933166504
1790.0,5.107648849487305
1800.0,5.249721050262451
1810.0,5.262423038482666
1820.0,5.3329758644104
1830.0,5.397523880004883
1840.0,5.390580654144287
1850.0,5.269133567810059
1860.0,5.2403059005737305
1870.0,5.304812908172607
1880.0,5.258274555206299
1890.0,5.348977565765381
1900.0,5.4064202308654785
1910.0,5.32731819152832
1920.0,5.284478664398193
1930.0,5.407591342926025
1940.0,5.263963222503662
1950.0,5.2610087394714355
1960.0,5.22438907623291
1970.0,5.128211498260498
1980.0,5.203248023986816
1990.0,5.2340240478515625
2000.0,5.384809494018555
2010.0,5.339207649230957
2020.0,5.303320407867432
2030.0,5.378404140472412
2040.0,5.427717208862305
2050.0,5.554294109344482
2060.0,5.460048198699951
2070.0,5.3942365646362305
2080.0,5.271172046661377
2090.0,5.263484001159668
2100.0,5.202743053436279
2110.0,5.30860710144043
2120.0,5.409887790679932
2130.0,5.391489028930664
2140.0,5.415278434753418
2150.0,5.550513744354248
2160.0,5.527888774871826
2170.0,5.531563758850098
2180.0,5.47546911239624
2190.0,5.516043663024902
2200.0,5.55028772354126
2210.0,5.585859775543213
2220.0,5.503316402435303
2230.0,5.425994396209717
2240.0,5.421350002288818
2250.0,5.502691745758057
2260.0,5.507424354553223
2270.0,5.493059158325195
2280.0,5.385230541229248
2290.0,5.320769309997559
2300.0,5.292796611785889
2310.0,5.475087642669678
2320.0,5.722102165222168
2330.0,5.73060941696167
2340.0,5.710029602050781
2350.0,5.700765609741211
2360.0,5.72743034362793
2370.0,5.583313941955566
2380.0,5.488978385925293
2390.0,5.4559807777404785
2400.0,5.425227165222168
2410.0,5.4109320640563965
2420.0,5.43303918838501
2430.0,5.532863616943359
2440.0,5.4803643226623535
2450.0,5.460798740386963
2460.0,5.437201976776123
2470.0,5.322149276733398
2480.0,5.266575813293457
2490.0,5.279838562011719
2500.0,5.2556304931640625
2510.0,5.281240940093994
2520.0,5.22499418258667
2530.0,5.2411675453186035
2540.0,5.216019153594971
2550.0,5.33249568939209
2560.0,5.252679824829102
2570.0,5.2862348556518555
2580.0,5.381993770599365
2590.0,5.506070613861084
2600.0,5.513396739959717
2610.0,5.601588726043701
2620.0,5.729109764099121
2630.0,5.795899868011475
2640.0,5.762354373931885
2650.0,5.717816352844238
2660.0,5.615274906158447
2670.0,5.641934871673584
2680.0,5.599809646606445
2690.0,5.563262462615967
2700.0,5.480652809143066
2710.0,5.49709939956665
2720.0,5.576690673828125
2730.0,5.548634052276611
2740.0,5.605705261230469
2750.0,5.655015468597412
2760.0,5.616916179656982
2770.0,5.611192226409912
2780.0,5.681702613830566
2790.0,5.5819091796875
2800.0,5.568469524383545
2810.0,5.49076509475708
2820.0,5.303099632263184
2830.0,5.392470359802246
2840.0,5.421108722686768
2850.0,5.451539039611816
2860.0,5.546046733856201
2870.0,5.475131034851074
2880.0,5.579801559448242
2890.0,5.746588706970215
2900.0,5.666752338409424
2910.0,5.556918621063232
2920.0,5.649871826171875
2930.0,5.651391506195068
2940.0,5.5678019523620605
2950.0,5.633947372436523
2960.0,5.571295738220215
2970.0,5.550421237945557
2980.0,5.605413913726807
2990.0,5.433278560638428
3000.0,5.405672550201416
3010.0,5.367609977722168
3020.0,5.381950378417969
3030.0,5.4304399490356445
3040.0,5.390000343322754
3050.0,5.4055585861206055
3060.0,5.402502059936523
3070.0,5.582146644592285
3080.0,5.747132778167725
3090.0,5.752498149871826
3100.0,5.69556188583374
3110.0,5.665413856506348
3120.0,5.7538981437683105
3130.0,5.870843887329102
3140.0,5.843181610107422
3150.0,5.720033168792725
3160.0,5.700738906860352
3170.0,5.737348556518555
3180.0,5.7598724365234375
3190.0,5.78082275390625
3200.0,5.807875633239746
3210.0,5.885943412780762
3220.0,5.914421558380127
3230.0,6.030041217803955
3240.0,6.0718607902526855
3250.0,6.1179518699646
3260.0,6.037460803985596
3270.0,6.002647399902344
3280.0,6.140381813049316
3290.0,6.2732744216918945
3300.0,6.310524940490723
3310.0,6.240513324737549
3320.0,6.309190273284912
3330.0,6.3549580574035645
3340.0,6.4477362632751465
3350.0,6.344470500946045
3360.0,6.333394527435303
3370.0,6.336758136749268
3380.0,6.3506269454956055
3390.0,6.222785472869873
3400.0,6.495176315307617
3410.0,6.569767951965332
3420.0,6.4558634757995605
3430.0,6.329566478729248
3440.0,6.3410115242004395
3450.0,6.367551803588867
3460.0,6.349045753479004
3470.0,6.2406463623046875
3480.0,6.27538537979126
3490.0,6.37753438949585
3500.0,6.112221717834473
3510.0,6.0538811683654785
3520.0,6.022831916809082
3530.0,6.123552322387695
3540.0,6.2492475509643555
3550.0,6.160293102264404
3560.0,6.003238201141357
3570.0,6.1678643226623535
3580.0,6.23399543762207
3590.0,6.392926216125488
3600.0,6.274267196655273
3610.0,6.231951713562012
3620.0,6.296176910400391
3630.0,6.383869171142578
3640.0,6.35056209564209
3650.0,6.336215019226074
3660.0,6.354531288146973
3670.0,6.372665882110596
3680.0,6.292569637298584
3690.0,6.202895164489746
3700.0,6.367854118347168
3710.0,6.374523162841797
3720.0,6.416210174560547
3730.0,6.3986968994140625
3740.0,6.3497514724731445
3750.0,6.292463302612305
3760.0,6.276275157928467
3770.0,6.149606704711914
3780.0,6.179150581359863
3790.0,6.316025733947754
3800.0,6.290017604827881
3810.0,6.354123592376709
3820.0,6.317831516265869
3830.0,6.308449745178223
3840.0,6.344227313995361
3850.0,6.263852119445801
3860.0,6.261618614196777
3870.0,6.395834445953369
3880.0,6.510240077972412
3890.0,6.429222106933594
3900.0,6.276891708374023
3910.0,6.2592453956604
3920.0,6.223679542541504
3930.0,6.403619766235352
3940.0,6.457505226135254
3950.0,6.374529838562012
3960.0,6.387625217437744
3970.0,6.431485652923584
3980.0,6.317418575286865
3990.0,6.440182685852051
4000.0,6.504896640777588
4010.0,6.4616169929504395
4020.0,6.2724103927612305
4030.0,6.187478542327881
4040.0,6.106757164001465
4050.0,6.070103168487549
4060.0,6.0535712242126465
4070.0,6.017604351043701
4080.0,6.077107906341553
4090.0,6.079670429229736
4100.0,6.204595565795898
4110.0,6.20204496383667
4120.0,6.295756816864014
4130.0,6.218627452850342
4140.0,6.355703830718994
4150.0,6.357297897338867
4160.0,6.294743537902832
4170.0,6.242164611816406
4180.0,6.161344528198242
4190.0,6.168081760406494
4200.0,6.071657657623291
4210.0,6.066744327545166
4220.0,6.029056549072266
4230.0,6.0586934089660645
4240.0,6.0643510818481445
4250.0,6.0310797691345215
4260.0,6.068999290466309
4270.0,6.021164894104004
4280.0,5.971653461456299
4290.0,5.913052082061768
4300.0,6.0145063400268555
4310.0,6.00027322769165
4320.0,5.926347255706787
4330.0,5.761260986328125
4340.0,5.7425994873046875
4350.0,5.706308841705322
4360.0,5.744199752807617
4370.0,5.7632622718811035
4380.0,5.700580596923828
4390.0,5.5614423751831055
4400.0,5.611274719238281
4410.0,5.720548152923584
4420.0,5.790926933288574
4430.0,5.85402250289917
4440.0,5.911482334136963
4450.0,5.89276123046875
4460.0,5.910475254058838
4470.0,6.0328049659729
4480.0,6.129684925079346
4490.0,6.086517810821533
4500.0,6.1459455490112305
4510.0,6.052815914154053
4520.0,6.1873650550842285
4530.0,6.201176166534424
4540.0,6.139954090118408
4550.0,6.158788681030273
4560.0,6.118443012237549
4570.0,6.074950695037842
4580.0,6.170605182647705
4590.0,6.256614685058594
4600.0,6.3232645988464355
4610.0,6.433297634124756
4620.0,6.527769565582275
4630.0,6.62153434753418
4640.0,6.722078800201416
4650.0,6.484292984008789
4660.0,6.501297950744629
4670.0,6.422891139984131
4680.0,6.483766078948975
4690.0,6.324483871459961
4700.0,6.3871307373046875
4710.0,6.253634452819824
4720.0,6.2977752685546875
4730.0,6.388015270233154
4740.0,6.443957328796387
4750.0,6.595890045166016
4760.0,6.556912422180176
4770.0,6.597967147827148
4780.0,6.676891326904297
4790.0,6.67404317855835
4800.0,6.672147274017334
4810.0,6.681288719177246
4820.0,6.7599897384643555
4830.0,6.754112243652344
4840.0,6.783461570739746
4850.0,6.925686836242676
4860.0,7.00191593170166
4870.0,7.074878692626953
4880.0,7.017484188079834
4890.0,6.904882431030273
4900.0,6.876802921295166
4910.0,6.798332214355469
4920.0,6.694387912750244
4930.0,6.54555606842041
4940.0,6.515692234039307
4950.0,6.429685592651367
4960.0,6.470576286315918
4970.0,6.385895729064941
4980.0,6.40476655960083
4990.0,6.346360206604004
5000.0,6.403559684753418
5010.0,6.307610034942627
5020.0,6.36876916885376
5030.0,6.2707600593566895
5040.0,6.266048431396484
5050.0,6.295422554016113
5060.0,6.402647495269775
5070.0,6.321817874908447
5080.0,6.165013790130615
5090.0,6.1986083984375
5100.0,6.210793972015381
5110.0,6.336493015289307
5120.0,6.31071138381958
5130.0,6.151108264923096
5140.0,6.190464019775391
5150.0,6.258266448974609
5160.0,6.284493923187256
5170.0,6.293516159057617
5180.0,6.300759315490723
5190.0,6.315231800079346
5200.0,6.1380295753479
5210.0,6.114464282989502
5220.0,6.0974202156066895
5230.0,6.136745452880859
5240.0,6.218143463134766
5250.0,6.1954545974731445
5260.0,6.1231465339660645
5270.0,6.169869422912598
5280.0,5.986106872558594
5290.0,5.9771223068237305
5300.0,6.097557067871094
5310.0,6.0884809494018555
5320.0,6.148214340209961
5330.0,6.304166316986084
5340.0,6.347264289855957
5350.0,6.465794563293457
5360.0,6.451670169830322
5370.0,6.464869976043701
5380.0,6.462385177612305
5390.0,6.506357669830322
5400.0,6.305757999420166
5410.0,6.402818202972412
5420.0,6.391732692718506
5430.0,6.3467183113098145
5440.0,6.368771553039551
5450.0,6.521511077880859
5460.0,6.502232551574707
5470.0,6.5301008224487305
5480.0,6.444039821624756
5490.0,6.442310333251953
5500.0,6.390781879425049
5510.0,6.18833589553833
5520.0,6.196020126342773
5530.0,6.1830525398254395
5540.0,6.277497291564941
5550.0,6.474562168121338
5560.0,6.649542808532715
5570.0,6.70853328704834
5580.0,6.856143474578857
5590.0,6.895059585571289
5600.0,6.940556526184082
5610.0,7.235079288482666
5620.0,7.059586524963379
5630.0,7.146459102630615
5640.0,7.17562198638916
5650.0,7.132268905639648
5660.0,7.160256862640381
5670.0,7.157458782196045
5680.0,7.1376800537109375
5690.0,7.147995471954346
5700.0,7.16004753112793
5710.0,7.308098793029785
5720.0,7.267153739929199
5730.0,7.380148887634277
5740.0,7.270289421081543
5750.0,7.285218715667725
5760.0,7.2568135261535645
5770.0,7.374312877655029
5780.0,7.2787556648254395
5790.0,7.315598487854004
5800.0,7.324309825897217
5810.0,7.212384223937988
5820.0,7.218179225921631
5830.0,7.214978218078613
5840.0,7.213725566864014
5850.0,7.277947425842285
5860.0,7.184654235839844
5870.0,7.147270679473877
5880.0,6.95109224319458
5890.0,6.876908779144287
5900.0,6.931713581085205
5910.0,6.87788200378418
5920.0,6.836442947387695
5930.0,6.806426525115967
5940.0,6.869652271270752
5950.0,6.923040390014648
5960.0,6.916403770446777
5970.0,6.940580368041992
5980.0,7.166641712188721
5990.0,7.130527496337891
6000.0,7.310588836669922
6010.0,7.305031776428223
6020.0,7.332037448883057
6030.0,7.306581497192383
6040.0,7.323348522186279
6050.0,7.427452564239502
6060.0,7.545149803161621
6070.0,7.590268135070801
6080.0,7.6289191246032715
6090.0,7.726063251495361
6100.0,7.609118461608887
6110.0,7.6543707847595215
6120.0,7.6108174324035645
6130.0,7.6163330078125
6140.0,7.642971515655518
6150.0,7.6506781578063965
6160.0,7.6172027587890625
6170.0,7.490853309631348
6180.0,7.390244960784912
6190.0,7.350905418395996
6200.0,7.237061977386475
6210.0,7.306568622589111
6220.0,7.543561935424805
6230.0,7.528180122375488
6240.0,7.4242024421691895
6250.0,7.510539531707764
6260.0,7.4985880851745605
6270.0,7.444443225860596
6280.0,7.447422027587891
6290.0,7.423198223114014
6300.0,7.4792280197143555
6310.0,7.402240753173828
6320.0,7.250425338745117
6330.0,7.185013771057129
6340.0,7.097322463989258
6350.0,7.045255184173584
6360.0,6.884194850921631
6370.0,6.881329536437988
6380.0,6.911100387573242
6390.0,6.7081451416015625
6400.0,6.697089672088623
6410.0,6.634594917297363
6420.0,6.742458343505859
6430.0,6.7998738288879395
6440.0,6.76231575012207
6450.0,6.779964923858643
6460.0,6.922479152679443
6470.0,6.9404473304748535
6480.0,7.0392842292785645
6490.0,6.887434005737305
6500.0,6.954179286956787
6510.0,7.015767574310303
6520.0,6.985504627227783
6530.0,6.9262213706970215
6540.0,6.6527419090271
6550.0,6.76900053024292
6560.0,6.787120342254639
6570.0,6.6626691818237305
6580.0,6.483070373535156
6590.0,6.59021520614624
6600.0,6.6248345375061035
6610.0,6.6372456550598145
6620.0,6.7485551834106445
6630.0,6.658041477203369
6640.0,6.61069393157959
6650.0,6.616811752319336
6660.0,6.545293807983398
6670.0,6.5036797523498535
6680.0,6.533069610595703
6690.0,6.454784870147705
6700.0,6.415335655212402
6710.0,6.336483955383301
6720.0,6.38301944732666
6730.0,6.27674674987793
6740.0,6.370323181152344
6750.0,6.370152473449707
6760.0,6.32110595703125
6770.0,6.468348026275635
6780.0,6.481358051300049
6790.0,6.39923620223999
6800.0,6.355549335479736
6810.0,6.450014114379883
6820.0,6.4418625831604
6830.0,6.423776626586914
6840.0,6.557417869567871
6850.0,6.455904006958008
6860.0,6.326968193054199
6870.0,6.297457218170166
6880.0,6.311990261077881
6890.0,6.272723197937012
6900.0,6.262826442718506
6910.0,6.23543119430542
6920.0,6.233705043792725
6930.0,6.178353786468506
6940.0,6.232025146484375
6950.0,6.197573184967041
6960.0,6.166647434234619
6970.0,6.2117600440979
6980.0,6.316948890686035
6990.0,6.404309272766113
7000.0,6.369482517242432
7010.0,6.4514570236206055
7020.0,6.464831829071045
7030.0,6.444055557250977
7040.0,6.479823112487793
7050.0,6.564620494842529
7060.0,6.561859130859375
7070.0,6.52830696105957
7080.0,6.681690216064453
7090.0,6.6698150634765625
7100.0,6.588111877441406
7110.0,6.665246963500977
7120.0,6.562232494354248
7130.0,6.444356441497803
7140.0,6.489988803863525
7150.0,6.540121555328369
7160.0,6.428166389465332
7170.0,6.5338335037231445
7180.0,6.508607864379883
7190.0,6.467342376708984
7200.0,6.4973578453063965
7210.0,6.443053722381592
7220.0,6.4918646812438965
7230.0,6.653029441833496
7240.0,6.506272792816162
7250.0,6.613063335418701
7260.0,6.674492835998535
7270.0,6.82969856262207
7280.0,6.780673503875732
7290.0,6.798373222351074
7300.0,6.801360130310059
7310.0,6.757355690002441
7320.0,6.7100653648376465
7330.0,6.625136852264404
7340.0,6.619126319885254
7350.0,6.537978649139404
7360.0,6.552290916442871
7370.0,6.788305282592773
7380.0,6.818061351776123
7390.0,6.9009294509887695
7400.0,6.818508148193359
7410.0,6.864596366882324
7420.0,6.813174247741699
7430.0,6.76720666885376
7440.0,6.854836463928223
7450.0,6.836623668670654
7460.0,6.813323020935059
7470.0,6.808922290802002
